citation_id,citation_topic
158d278c6ea8bed1b0ecb102474104883857dedf>a978585942c78dcd00f1ece19b7ed244b4a76978_5,CEP290 and BBS4 knockdown effects on PCM-1 localization
c0bd57273408d61d0802b8d5ec231c6fa59736e2>d6277359d5f4a7fdca105c27d0e5896eaa6de5f8_3,flgII-28 flagellin epitope recognized by Solanaceae as MAMP
af5d6fe5daa2b7ec7482a2e5fbe27929a1f14de7>f75e422caae42a7fabd1e6117a72bed4d54cc709_6,skeletal muscle lipid species linked to insulin sensitivity
36698d2eeda6f7a639771efdf84d34a3220956a7>32cff1518a2d7983738e122cac208858b02f1d69_0,MEEMD method for ocean surface chlorophyll-a trend analysis
51c7b381edeec1f0fb4e3c3f7a4d5a5bf2a49a28>01994833ad94026b07221b3ae0e57783c016b67d_13,LPC-induced acrosome reaction blocked by ERK inhibitor PD98059
a07b5071f21cc0536e4523c401bc219481663b7f>8d77b87ce3aa1f33cfecf4a3e3b5fdede5d4f691_0,nested experimental design controlling for inside-plot variation
463a4a9bf93f8b0e10d826f6425e9941bedcbc67>aa1af14426133d72fe591104d1e96c1e37373bd2_0,"piRNA function evidence from fly, zebrafish and mouse studies"
c14687575d73745afea49899565009f12ae62dfb>5e57b8879a83e91af5daef8737ccda0c9556fd7e_4,kernel estimator generalized from prior work to conditional densities
b6bfae763f9ff031d141b1500b54daa855153415>e96198d925e8e33d0baa1940745d9a97b91508bb_0,nuclear transfer techniques used in cloning research
7184b56dd919fab78fe2d06a53e2b35766ddd9da>fe13f843c52243e096d7e1a52345a68eaf2cfef1_11,"outgroup dehumanization distinct from prejudice, linked to aggression"
b5499bc577ad220efab501fdf27caca65a459cd7>e103d7163eff2ac1928295fdc40d209c3fd256c2_2,FNQ studies ranking emotional support needs differently
cf82d977a64226a15cca9fc0eea7de1e0078ce29>efe167e81022b9fb2b41ea7de996515c26f94838_9,antibiotic production and self-resistance in Streptomyces strains
560c67b8d5c6e4b2809fbbd308d373366241ea86>b0fe8d2727db77f58bc430fef29aba3308ecd3f2_7,bacterial gene expression pattern at mid-stationary growth phase
