citation_id,citation_topic
5b5bd3bfa8bfd49a54a7ece08aa7fa4c23e7243a>f5d18d5b4bc7911e03f014df50ba6e6eba13b94f_0,IPSS ratios reported by various authors
1dda7170349d2f68f769fdc70f166c17f586d92e>bd018232480d8e2979b40ad583b69fb449d86ddf_0,TMI text mining infrastructure at Lehigh University
bf67d454e507929cd46892da13ed773e05a6c76b>f0f37c969619b057a0ed9bfb6582c7472ee5560a_0,association between hearing loss and DPOAE absence
d388588cbc8aef4f1eba7b56f1571191370f6e75>7348e48de2ad238df345015c6b9c42830bee728b_6,agroforestry coffee farming as biodiversity-friendly land use
d3ef4bdc6a5f4408b4f09200808037b1c92e2722>06cf7808099f44a10f8ad54de2c4e22375b23e0b_0,K-SADS-PL diagnostic interview for parent/child assessment
6df6ed37f6b577ac94aa34c5ee2c3b18e11a89ca>7ffbc1520ef58a64df5632d4a8b31bd45decdc0c_13,ANG II stimulation of ENaC via AT1R
867db90bdc68f22d74c17eb2ceda36c745edca53>130a78fd7a632aaac92f40fd9ad530f01a15aef1_0,Becker and Chaushu study on unerupted canines
ec6c61a06407c64b6ad3ec7f096566f361acf038>7a4127d4a914a9f4cdcb3f45407d3a8a98f29447_3,monopolar current amplifier for EMG recording
9aeedcd85be79dde7a5c84b74f1f6de781fc9427>aecf6c18045c95652607bf03de5156d3beb19537_0,PNH phenotype cells as favorable IST response marker
f9e9bef98a81a43ce7b700822e03423273186029>7b2b2256858a4d7d4a273db9dd3a643b2fadc055_5,M. anisopliae fungal infection confirmed via plating
966f5e6dd9d319d33a22fa5750fb842d645f54b3>79a1aa1c1cb17e3d70ad12e49ef4b38400808568_3,leukocyte adhesion responses compared in mouse vs rat liver
cd27032620b8fac504c6c800d23e3a18699562a9>539ae0920815eb248939165dd5d1b0188ff7dca2_7,posterior distribution derivation in Prince and Elder model
bef74b6c3d81f54d56f7e72df95b253327de4c53>35fc38765a1b907a380fa39d183621cd250eb26b_0,PTM-SD database for post-translational modification sites
87651aa43530178728684d0b7c2d8561e2b04864>5b9529dab29db08f1778b886d49921218291c580_0,Kozak scanning model of translation initiation
2dda28049d7f05f453f484a248f5a77d75efaa8b>4d07d4c8019ebc327a7bb611fba73b8e844928d0_2,invasive species reducing native species diversity
88a87a17072d7670522bff791544ee8740edb705>13d3d20a17f9e837e4a5f768147b0708a3fe7579_7,Czech language NLP performance results
c53db69154e9ea4e5f229e36e76d9fc0e7e94a83>864d4748deca22c7a11aebabc34306ba53573529_0,serine hydroxymethyltransferase role in photorespiration
b2688b811c28f69665732a5a68680c379a339fc9>b90196005b0f1eb0953758c16869633d7ca3399d_4,discourse salience model for pronoun antecedent ordering
970ff1ce97094d8bb7659a87ca0918d20ed7384e>aa46aee79dbb78c80f17d578c2231ed1588433cf_1,fatigue and mood rating scales used in Parkinson's research
ac1e72a07ee2697de554c0c88f220be223e27ac5>ba28df3d7781b416adcfbec66029902dbf80d058_2,nonperfused tissue volume and fibroid treatment outcomes
a8e28ac34e8869ace20df658621babe6a07a6e99>71db1c9a75c264308eac2534fdffd3734fa74cd3_0,misidentification of DNA barcode sequences in BOLD database
114de63c96176358b8cd3c99aa744c86f0eeced7>7ffdab1930ccf68c10be4cf9a9ffdb933c9dd516_12,theoretical upper bounds on SNRe and CNRe in elastography
db88b652c31438045a3c781cc1cdf032efe857e5>9128005934a59b506fb1b028187865924451607a_1,selection narrowing seed size variation across populations
2820d05c8acea65d95810b5e8c4d0a54d4c57985>518e713d6beac9f9b380f631865db3ef12e1ec9a_1,inclusion of parameter variability in mixing models
bf8bca85623951611fa82887f50e2b1de6ade65e>69571b2eea66a7fa173af5b2ad71633174f77521_0,MOS capacitor and pn junction based optical modulators
6477fc3b69c677286d2f705553d13a82a59376dc>c7bf9db2b86007f7f2bc5857304bb6fd3ca80d10_4,GEO gene expression dataset GSE27276
