citation_id,citation_topic
731f4b9498ec9276c76f8bf1e3c32a50eb9394ab>a4cf4bb41fb0b6fa978fd1456e86308218c8e882_8,statistical corpus-based goal recognition without hand-authored plan libraries
95842d1ed8a4e4d1808bb343cb3b4078823fb79d>33976351c24ef6de484024ceb0dad2c75f7b56a6_2,measured values consistent with prior study reports
222fb4ca4702f1921ed96affa8766e536865af7c>None_0,forest recovery trend consistent with national reforestation and protected-area success
fddf963e6d38a65b2017ecc5eb4c2e94aca46d64>277e402473c61e4455beb5ae68585d9aafb2cc7c_1,record-low energy-per-bit optical link transceiver performance
01ed92ffedcf6beb1a83e731ac3360da9ac33a85>4ed0c16faebec92455e87fcc2c11ed7bddbc7e95_0,bilineal family history increasing offspring mood disorder risk
45b494f982aa56b15771b334ec617d684008665d>f76b021b2e67dc2482230be64f5a8869835a2b78_3,impaired nitric-oxide-mediated pial arteriole dilation under alcohol exposure
1c6283976d8fd609982de7c490067b34469b3269>11ed72658bf020001f24031d5b5dd313f5168029_0,X chromosome reactivation with aging and reduced DNA methylation
c060480c9dcf608c33ca3ddcfefcbcd450f86493>075ef63f22f6d6a69fed14331e3f29f5535714b3_2,mono-exponential VO2 kinetics model during moderate/heavy exercise
b4919734867c3dd89e79aaa787460ce8926c2c8b>af17c4d43033be816d0be0b8f434b3d6d58463ab_0,rarity of allele substitution effects in large-sample genetic studies
6f84310e77fcc8772a07c950bd1db4bef6939c30>544fe893101c9062ef74f6fd5ae44adf05558d83_0,deadlock detection versus prevention strategies in parallel discrete-event simulation
e2462948c685ebdcfe56bc7d0d160ffb7a0e17dc>25373e779ab0a79a58d74cbf6111fcbd33e6e935_0,ERalpha estrogen receptor distribution in the hypothalamic VMH
dbd506dc5faefed54be505c5ffe9b1d1298181f4>8b31bd4880c38f0b7eb422004745b85d3d2625ac_0,"species distribution modeling methods: MaxEnt, GARP, Mahalanobis distance"
abdba59c3a106a863cc6b5c96fbae4dc07384cdb>14f43610e2d7ff2e45dbaa43056f7bd4b681db06_5,HMM-based framework for artificial bandwidth extension (ABE)
eff9ea8d9f96f73f8c9a74b0025c70384484cec9>422eb72108ce3cef7e66514720b99af04a46ae57_0,PubMed literature search methodology for skin-disorder prevalence studies
a3c2257c93a36a7ac061e8d68865f44fa1e9b657>382970c1d324a2efcb7fec0c76a01419ad09b427_0,bisimilarity as an abstraction technique preserving mu-calculus formulas
3f50975c58d861e4fbd3b4fd065f0658b1aa1e10>d16a1d95e6947da69797bb0cb59148057174e35a_5,contraceptive-related bleeding discontinuation rates over time
7801866bcfec901af53dcd6ba7fb381fa54db30e>21c58f2f4a377853fa58c8d5ac624b38df3bc250_2,homeodomain as a conserved DNA-binding peptide motif in homeoproteins
a1ef83d1a397675e468202d4730d8264519783b7>2f5777e6822d8894fecc2bf70ecad5f45ce0832b_2,GSH/GSSG assay method using o-phthalaldehyde derivatization
06a6976d9a3deac30b0a571d31f85c11ae4eb8ad>2550df6b33260cbe6fd60331ca6c7a8c0b48e80d_1,depth-map-based human detection with head contour/surface models
e4cd8ce803650e97810784a6a17a7501bed7d943>b7b64568874f440563caccc52b3e07ba22f38c8c_0,capillary blood metabolite assay protocol
78d1f388a39b601fcbe2b57a7a21510b745fd818>ef07e2ac5b43f69f5ff5d731bf1a085b8f90856c_0,discriminative sparse coding via class-label-informed dictionary learning
b3d1d07548435e5fdac5f05df5b2de8b01788b78>013134e573ad9227f3dac11291fb11c0bbd6eab6_1,camphor analgesic action via TRPA1 inhibition and TRPM8 activation
efd27b067552d9a58702a63b0724ec52b309719c>84ea651e58aa63221f62d1a58a8e6c5e4ff1680c_0,medial temporal lobe network role in emotional stimulus processing
08a52b72a2c9f4a63ae937f4b1f95c849b68fe2f>7583483da5c14f3012aa00b0eca7870181a3da70_0,SNF1 gene encoding a protein kinase for glucose derepression
b614f071f8f3fda007eb69c0942003429c1f1e7a>c7fce64f5b290d13174cf3f05d1d3b65f0275924_1,ET-1 antiapoptotic and gap-junction neuroprotection in olfactory mucosa
d4d2764b70e4eb70164301406d3b8b72d7fec65f>3601941c727ff473c0ad13770162154efc97d5e9_0,Luo-Rudy ventricular cell model gating time constants
ab2abc1e27e75a46dd4574c3ce1dfd3c0b8bd161>7b653e7b6baddc87dd950e36d198ade7281c3b24_0,gait cycle and morphology variation shaping baseline kinematics in dogs
c3a377cc0e4d3b649324edc90321a3fb7ebd2b85>16dce7476b4739f3a5ffea731a7abdfac4281089_0,KIDMED index used to assess Mediterranean diet intervention
03e61f7f5fe23aee97b3274d777e0e843d4c3656>a19a1f7120a2875e743ac00a3ef4056667783421_3,IHC threshold definition for p16 positivity (≥70% staining)
2c437cb33335a8e6be80be83fe01a6a3ba64543d>8c65d72e1785ecce3271e0c703a32b380be81933_0,epitope mapping methodology using immunized-animal sera
28ac235042d619b93680b455b9cc255cae9f1278>c7200efb50722d8495736a35276dc433f113dbd8_4,unit-mass potential-entrant-firm assumption in asset pricing model
aefbb571196037cd1ab19b3c84c80cacb1c1ba72>82f7574fcf882d711b5d656eaa9182f8beb815da_0,ocean acidification effects on sea urchin larval development
96febc8037493e2751e9caec778a2a5a9f769945>d80dc8ad8db08cf83c08c76e91b6919ceb607c0c_4,SCAN clinical interview for diagnosing psychoses and affective disorders
