citation_id,citation_topic
1a0584c84f80c966aa92a6710bece56655c4e6cc>f6b5fb490455c93266d99dbcfd1f5f6692f7b798_1,NIRS device for muscle oxygenation measurement in vastus lateralis
c8f72af813f07a2a279d209801b33d2580b3b9fa>5d40cb78327e21e5bf585eff6158e5c73e0644cd_0,IAPP-GI aggregate-monomer equilibrium compared to Ab40
d94124c52a78b049763668588d979be53ae2bcd0>d3fd9794743ab31ff490f5de494c200a4757651e_0,Local Binary Patterns method for automated Crohn's disease diagnosis
0618e4be26a8c9975e4ebf6dcb90f30bb458a533>4d4e74fa0cd54184d2d151c6c9d4132675a60374_2,increased auxin transport improving Arabidopsis root/shoot growth
99169f18a30bfcf450d1c08304d4bfb73476a4bc>15aa036f9761495ca881a3f21b09ceab90821104_0,RNAi and kinase-inhibitor methods for studying cell cycle replication
7ad0af58892ab0248c046627d2e343882c5abf39>93504374d942ba75b7ebb8a5087c6cf9ee0ff6e6_1,arctic ground squirrel population decline in boreal forest
d3ec746e4b2cc8fffc3cce7a9b5c0a7de44a168c>d04b2ec8089a6489bc9121f49d3106fa093fe4ea_0,light flashes affecting auditory processing (directional hearing illusion)
4b2323d2b59022e32a0e903947de147cd2645cbd>273f08270b5a9a331ffae94e3dde56b6fcee4d96_2,ontology design patterns underlying the InFO ontology
0cc90592e5ff310437cf805f175d51084593659e>1671ac0def8bbaf7dbf66e0b7a0161bbd0a749eb_0,cautery occlusion technique for fecal incontinence treatment
2764f3cc6d572383b5bfdb07c3fa9e7f57d6e05d>217c2da9f9e77834acad4e1dbde9c8ed49a193a1_1,cognitive-conflict theories of the Stroop reading/naming effect
4dce430c34595c89fc878bd0c47f64f4ef2feb47>b04f0343c6feff16f8d846c2ca840f5416c2d7fc_12,GABA-B receptor subunit expression location citations
8e15085ce2516da3133a08cb87d2f62a9af497b3>4c6560a8a85809e5446b5c3d8498ffc07ffc7357_0,Markov model estimating stroke burden in AF patients unsuitable for VKA
e9b964c2a6b9d04f8fce97052e234abb777498a9>8b43412565e578bc1ac71cbc5db9c93f989679f4_1,user difficulty reading and comprehending privacy policies
6e193cfc21b619d0044200e7ccc658ffa5d2ea69>5c71a835e13a834cbe8f1241159a7237b820dc92_4,Morfessor unsupervised morphological segmentation method
ad362e39973fa81d94c9a5c425d8755dbdbbc26d>29ca14af54ab6f6fa8d9a34cb733a811ec6c339e_0,core needle biopsy for assessing tumor histological heterogeneity
dc8da940e20b755df383bf2a7eefeff925c91b88>1145e7d99b8b5496a9c6177d94df6c9f6072d47b_6,infection as a historical cause of a hip joint condition
c03e1c117dac851f5837dbd9b00f3a4574f012bb>6bbd97e599b1839794a70d6e2b714adb3605a521_0,Theory of Planned Behaviour predictive studies of children's activity intention
bb0c002e276e6f3c0e4ef46479116c5c7b7b207f>a7d4492ed93286ee2ec7580f33b122db563d8186_1,definition of developmental disability under Taiwanese policy
62f9420cb7ce1327c2c8fcd1c48538ed87274cd2>983dfc44a86d441fb7ae5ec3b39e919ff8832b76_3,BNP's limited discriminative value for cardiac dysfunction in critical illness
47851e108a5855cb0fd375c9bdd039f78cc16c25>02bf68795fa74f0984701fa84df877a27dae6a2f_3,including constant and linear time trend in regression specification
243230d5b623f79c22750b42447e902ab07a2db9>1f7545598398a9f9c681e32e2d9f5b58883c7fd3_0,Datalog for knowledge-oriented and distributed data applications
