citation_id,citation_topic
cbc308bee74319c2bf4c2fa3c8efe0db2fe84dc6>f40a16c7d8ea7fd91219e897c75ede2665b617db_3,Abdullah's fundamental/harmonic vibration frequency equations
371910bdba640600f91f33a918bacea9514ca914>164cb9833504098491ace26357a630bbac16474d_1,VE-cadherin-induced RhoA signaling and cell-cell contractility
34ae01fc8943d899db531232a3a6bb58113296e0>73f71b42292f581ee4b71e9f0a465a3cedb4e2cf_4,inflection points from back-propagated action potentials in axons
bb21e98f4b1b7bc5a2e89fda1139d98763d78bab>c14be2a7007e022da13889d804a540d0c0c34264_4,Hutt and Longtin propofol-GABAA receptor affinity model
727ad4439dabf29ef7fd52d527f2114b6110a7a2>5a7e7e6dcfce406f9cdbb4eb9b8baeccc7ad3258_5,microtubule depolymerization inducing rhythmic cell body oscillations
7184b56dd919fab78fe2d06a53e2b35766ddd9da>fe13f843c52243e096d7e1a52345a68eaf2cfef1_8,political ideology correlates of dehumanization and intergroup aggression
dfd88c4361d07c2d67bb82f714296b8d5324bdef>fbc1382e5d98a00c0324156195f81c1637e05692_0,potassium-coupled amino acid symport at high pH
e3c177577ff95608a3a0b1bf158c1f99fa9ad35d>209f08f950db7b65218f92424c840f6760c4d5d0_4,cortical excitation/inhibition balance shift in Mecp2 knockout mice
36cd1eaa3fe2f8ddbe8986c02f32e92d8143f34b>e930eec6325c6675b9a606c6abb8eacfc6c077da_1,oocyte-localized and enriched mRNAs in Drosophila
c01ef4761beef106ec4d862a4508ece93c7092b8>f984aef992a1edea5d5c90f56718414e52eb9209_6,static stretching protocol for leg extensor muscles
925c2189d093ce7992061e64e732ed018de6e064>f30312caf49194b294b589b3b9f71d95136acc45_1,sex differences in parental care effort under workload
fc724c41fcc309c3d3309920c89616181f322648>6d28c0cc48633e923d9e9b3f07ab4c707b24d20d_0,rigid fixation approach for bone-anchored medical devices
887f9e201580fa69034889f349906e881f7b82cd>4e648b9e0a8c5f9d717c82b9467001c0c3ba47ae_0,tribal communities' herbal medicine preparation from leaves
61f2e69839af00e4a8342202ce0cb7ef72d3e554>1a1af5e2b5d9559ee172d8e2fe685412153ac32e_2,anastomotic leak as risk factor for postoperative sepsis and mortality
58696483ca7f616944eaefbebd41d653cbd00985>cd66a894a765057061a32287ea2cc4f273a2eada_0,climbing test and ergometer protocol comparison
099b3e2faeb0e739ab888574dc1051df2a56f15b>c2cec2e4602cadfc8c595bfe581aa35dbef8a973_0,IMU-based pitch-roll-yaw inclination computation for wheelchair
5ba35b32fbd5fadaa10df97b87df75eaa2203923>fd4e86ba764f50dcefd4d57bb489a7f2c169e137_10,fasting-induced changes in serum lipid levels
82e3f6a237c6b116a099b326759ec5576231e497>3a05be1e401aa7d7730f1bdcb2acbed2d1fe6768_0,attachment score metric for dependency parsing accuracy
ceeec97574c67aa90712e864143be2a14366359b>0050606cf9f57ef5fba8e36a24fe905f505f9e50_1,FIMO software for genome-wide motif distribution analysis
1a5f3c7ce21bd8dafdc9a79b2741bcd5d7f4564e>1e553964ccc8ccc090450aaebe1c87aaacf9ec83_10,alternative selection sources for sea urchin bindin gene evolution
0159af5972b2d3a40c48612bf88880b558896558>None_0,cryotherapy treatment outcomes for gingival pigmentation
10dd055d4276a7c2f17192717a22d824783c48cb>0d10e553c0a46e7384b3c34dc45bb063843a8300_7,individual vs equal wage treatment experimental comparison
65d4de92fa86bfc182feced6c440382d9bc8d4e2>540ce47e26a5dd033bfb19a9d4429c739f7dd611_4,data collection approaches in VA implementation research
0599e2ebb2aaf572a04b7ffb63146dd0e942fbf6>f2aa3b10e03add721416318b5e4ce7f5896d5dc4_7,timing lag of contour-related signals in V1 vs V4
4c767ca1fbb95353babb3260cb7151bbdf52afb8>55c013d531b2f41e9583f6c299991ef0e7c9cc25_3,differential diagnosis exclusion criteria for chylous ascites
32c8872cc759b19b3fd879390108cf1f95f6adf8>ca7594f0427d3e176bb15caf6b3665fc07ea9210_1,optimal number of items manageable in browser sidebar UI
9983cb9a683f30df0452003cf3068895e4961996>2ad0ee93d029e790ebb50574f403a09854b65b7e_5,basis images for illumination-insensitive face recognition algorithms
f740c0f634e8991d592f0c4e543da8c0464b0e2b>c358107314738a61eb1e77e4e450db258cfaacc1_0,AICDA deficiency effect on Pol targeting in germinal center B cells
58167008c757dd35999c9a438a0fb84501835166>7b60cc67b704c568e52ecd74e52630d85563932e_0,Bcl-2 family regulation of caspase activation
a3c2257c93a36a7ac061e8d68865f44fa1e9b657>382970c1d324a2efcb7fec0c76a01419ad09b427_1,stratified bisimulation relation definitions in process calculus
e0b3a30dcf0fd4610336943559479a0fd13e4cb6>1d5acff558828ed4ca8e52f96efbcabe517571ab_0,pigeons' mental rotation performance compared to humans
d1f0545f776b79c6f3925ae4a06eb18c76c1558b>eb9f5d87811a0abb2170993184d96f8e28eeb0e7_1,roleplaying as a pedagogical approach in construction education
f926252d4d0fd3428e56b62aaa3df6724a855d5b>6773dc7c6565385873961d8f45a22d40f12ff78f_0,personality disorders as predictors of SF-12 health subscale scores
d3b7cb5c865db448322d98156ddff02d40f029d9>None_0,fatty acid composition findings in salmonid fish species
2d1877117d20cdfad12bf6340630c0cb35c2800f>334f0e7cef2e623f23691badc4b08277f2fb89e0_11,cardiac and CSF pulsatile noise sources near the brainstem
4c767ca1fbb95353babb3260cb7151bbdf52afb8>55c013d531b2f41e9583f6c299991ef0e7c9cc25_0,lymphatic vessel inflammation causing chyle extravasation
18c97ea2ff60c110cc2a523e0fdf729608cbb083>fc13b9c3dfcc121013edaa12fa8ce7842aaed21a_8,skeletal muscle involvement in ALS mouse models
5ed09b2b53f54e6738663b9173e40f543b2c518d>cbaaf9895803133782ed962b15c5a3c7234f90af_1,Bearman and EBMT severity grading scales for VOD/SOS
