citation_id,citation_topic
ea1c579b8617aec2e31e87121216404c0766f978>56979f4c4b530caee85074a2b4e6c9a0043c8a0d_0,Fortran benchmark suites and WIEN95 software used as test programs
b4f84db250bcaaa2e13642f29259496cb8a052c9>4bb5a948d5265217b6baba55820b78427b3031f4_0,models of intermediation with exogenously assigned intermediary roles
342ea82f11b98024daf36247ad1691e80af71851>1f7430e2477318a88e346313347f7c936f699c8a_0,adherence to HAART assessed via questionnaires per AIDS trial group method
3310cb032292b24a2eeb9c0b6f3bb9bd7cb6a086>0033a0c1a842acbf89e5fa9b3b6b84d7e3545c6d_0,BLASTP search identifying yeast homologs of human NER genes
9567124134699198b5cbc196a02bc4e558d627af>012bed925383ad957715b43487d677ee0e2ded3e_0,ImageJ software with custom macros for fluorescence image quantification
b8bffa786710b52c95201796bade07fc2ad3f38d>0049b630e0bf4b14e76e36615c33aed0c39c3dd9_3,clique-perfect graphs not necessarily being perfect graphs
1872080baa7d30ec8fb87be9a65358cd3a7fb649>894be9b4ea46a5c422e81ef3c241072d4c73fdc0_10,mutational screen implicating frataxin acidic ridge in NFS1/ISCU interaction
6f68ccd37718366c40ae6aeedf0b935bf560b215>60ed4bdabf92b2fbd6162dbd8979888cccca55d7_16,infant discrimination of monkey faces after repeated picture exposure
d9a7f62b8e2e9732b377360476291363555e5363>48ee3c6d4f6c865b2f647f1337fc7f76fbf1f2cb_0,bedside swallowing evaluation providing immediate clinician feedback
5a104aa1d96209f1d2a7df96b67c8b06f8cc691c>18bc8b07747174cbac2230f69e4d66800c0424e3_3,modeled HO2 concentrations agreeing with atmospheric observations
845cf76f206f77c1e415478ac1ffa6a9a7012f65>4a19358ae23379109c673275161644ca1ea760ac_3,XSeek keyword search engine returning SLCA-rooted XML fragments
4d29e6f308d374381099cd0960fea27a6a04dfe6>43456ee83df5eb7339113a318a579f99a4c12e8d_0,multikinase inhibitors imatinib and crizotinib in sarcoma treatment
4b63bcc53edd789bf9ed352b3cd3cab7b925091c>3901e74e570d758f8d4431e1b9507102bef173fe_0,emergency severity index triage level criteria
ed2661d792dfe263cc78b4036c7500eb7318572d>a91e3d4f9ab723e92c0d71c4a11f8db272599f6b_2,Gaussian tuning curves for DLPFC/OFC neuron directional activity
bed2bcb128bb979a2174b39448d9d1001c630688>69b11e05e07d1b0ed5502227125f33861398243d_1,ophthalmoscopic reflex technique for measuring avian visual field parameters
cf0174fcb83c9c65b6e736b2c10ee615dc8f8993>a3ad3b4609bb8bf85c8c2115cb76d0e5cd16df12_3,NaV1.5 1150W allele increasing channel excitability
