citation_id,citation_topic
748a11b2b3da91cae2bb26d58f70da846f56732c>07d79e107d1c6899839d98e333b11d56f2713497_9,diagnostic criteria for symptomatic demyelinating optic neuritis
96a7b0335335c5a1a14f9b44b005f1d4c4015b46>7e7e1543be54a354dece522077a4bf339c97c722_0,Psychophysics Toolbox software for generating visual stimuli
18c97ea2ff60c110cc2a523e0fdf729608cbb083>fc13b9c3dfcc121013edaa12fa8ce7842aaed21a_3,mitochondrial dysfunction in ALS pathogenesis and progression
bb211b1c30420c10b63f032cb4d5cdfe2d24720f>9e792239b3bb5361a3faa940e11cfef2be39959f_10,variable forgetting factor mechanisms for adaptive filtering
b3e3590ecb4f7d37fffd3abd3f0e0444840b5e5c>e40a6aa4503b16b853482b01cf16a4072387579b_0,localization of 3beta-HSD enzyme in mammalian ovaries
52cb8c0c84611e1eb9d59b174bd0633e1841a075>25195e495eae1239930b753c5c00f420b9094be3_2,real-time RT-PCR using Stratagene MX3000 instrument
b2e6da87654fe0716031d59dc9b9b34e6fb0d281>8fa24c1daa886d1c96d01e6b541a8928a49edc7e_0,RCTs of PEG bowel preparation in colorectal surgery
ccd8d41f8c46c35686dcaafda522e9aacc451717>91cdbe014cd36d22b67786960d56a45c318d976a_2,mutant p53 driving invasion via RCP-mediated receptor recycling
33399461629e88719cbdb0906ccd3b6ae3654ebd>a058fa17e3e62e2beb681e4f5f669cb74cdda481_8,estimating vertical pole force in cross-country skiing poling
fb483c006583ffc1fa1fcd9d704f3919a84690ae>37fc340b243cb5fa450ecc2c7ded2bfb819efc27_1,conditional independence limitation of classic multi-label classification
b2688b811c28f69665732a5a68680c379a339fc9>b90196005b0f1eb0953758c16869633d7ca3399d_2,rule-based coreference resolution models rivaling machine learning
0b3f3fea1df442338a6bccf782663c972dbbccb8>694eb242f826153de04b1e503d78623383a98a88_0,progenitor cell role in neocortical expansion and gyrification
6ac4a33dcce8c8821ffd16c1f8d4d23a27f4a506>6186e70a6bc014d7d5b82a4649574ef25e7b7ec0_2,prevalence of moderator bands in sheep hearts
0eae0a403f24f8ff891d923b4937c32925c9367d>0dc2e84b91c3078be63471aa396019a1d6db033a_1,benchmark video tracking algorithm comparison to state-of-the-art
55843daefe101a6344408cc57f32e0c6e42aee91>aeb70f01564a050aac24bf74c9d6a84820de905d_0,similarity of pig and human cardiomyocyte action potentials
c6b938cdf6f97ca06199fcec430788dbe0503879>28098fb5155a3886f8085ab797a86467003ac9d0_6,histone modification marks defining active and repressed chromatin
