citation_id,citation_topic
fb0f9de50118472eb6560b3fae6abf48fab60f47>292feedd426fc00f9511fde6b25ec2ed1491496c_0,Simpson's biplane method for LVEF calculation
930f211a83ebdf092c774c7c49a4a0b0ff1a07a4>1d893269d0063572dc148523b1fe929de34e69f0_2,MSH3 mutations and frameshifts in HNPCC/microsatellite-unstable CRC
599de37e6628fd9e2f42eff08de73e85fc9e3e10>d55c95cedf9904a2776b682518c24b4d4d96bec7_2,crustal plateau structures and geological history of Venus
e5b2030ce01b006243fe8305dfe61d14a9d85f57>8caf52a8048e350df0c43a482b08b02f4e4c399b_1,cytonuclear conflict in host-Rickettsia symbiont interactions
f8d4caa3bf0ef1308a635de03306667c2d1842a0>ce4c42b904b1ceeaf10b95f09012055d3dbb593e_4,drift removal method for force signal standard deviation
26363d441cb10a9bf44a7df237166e46d55fc21a>d73a486dad5ad42ff9e049401f0556a09267efb0_0,global database of native/nonnative freshwater fish across river basins
33faf9c0b0ea2292ec82800186ca82e54b087ecf>3c5f1e4b17a53cc4636cb9994b1c12fa0a409a47_4,H&E staining protocol to confirm tumor metastases
7168bf8415cde53fa398892e7f20d2d56bd4132c>42c5aca46a1e5a20a2a8dc5c140943e993cc6ddc_0,osteocytes' role in stimulating osteogenesis
978ad1aca6bebf1cb4504509f57438499d514caf>607e748206b9d61e6578cf1319c990e1288da7cb_0,medication adherence variability across aging and cognitive function
5ddd341c20f323d736e9b3899ad20561c9bdbeea>8f2cfced117e54b3e1ba97b0e43f34e0ec747952_9,sampling invasive plant populations across native and invaded ranges
9cec8431e29902fe0e4c527a74f0d02086876357>b61e5c6c7361fcb41baf9bc09979d696789e6e1f_1,Toll signaling originating from an endocytic compartment
53837bc23a9d84123c1e583b562a1d89e35272ea>72cfcbaf296d0b887847c0d22eee4ea015ed3c20_2,HBV nucleocapsid-independent translocation onto secreted virions/SVP
4954440c74c874142620c6d34169755e0493ed28>cb980ff032478f1f344ae0496f239ca1089f3929_1,cDNA library screening for full-length gene clones
291ca965a80c0b484e70533599b2898f3c9b7cf7>63daf1741972395162371e6e9bf12348828cfe44_14,genetic diversity mechanisms in Pottiaceae moss species
d8a9745d1ab0780570b78cdf65786f3b9fe73e2a>55aa5ba37e22c4a067cc05fe15587218ad15c1b4_0,methods for characterizing maize root system architecture
0139d52b0a1a76f6ed5977d8dd770f743a230dcc>1c87813efea6ad90db22c556220fde2087bf8459_17,recA-like gene-mediated DNA double-strand break repair in extremophiles
32551266b5f5240c082e4dc45c8673ba0155da31>ba28d89a6944ec0b816e76cc18fa181975ec4f6a_3,C1qa induction and synapse elimination in CNS disease
4224c52c6fdc56de9a6512a4ae090ee739a85a7c>f54f92bf89f588cc69dc2fedf604f912a04f7f32_1,frugivory and herbivory as an island phenomenon in lizards
1101d5e8b3bac5243ccd4251c3f60b59e35ade37>a0372f7f85607ad16681f4e506c195645c5863ee_3,two-level memory subsystem designs for off-chip bandwidth reduction
d47a55e61b83373dcb896c0f0f0c6dcb89aa28fd>4493db6859a8550d2d41b0eb29c75d6045df884e_0,proxy signature schemes with warrant-based delegation
560c67b8d5c6e4b2809fbbd308d373366241ea86>b0fe8d2727db77f58bc430fef29aba3308ecd3f2_4,lysine propionylation sites identified in Thermus thermophilus proteins
e07ad379081594a290ab03517293be3993443391>5f82308e499efebe5558237e9018c50752599fab_0,disturbance-adapted AMF facilitating soil organic matter degradation
177dd698bcd2ece41b194e8fe84250f290ff794e>f1689fccd7568c6258cdbed4921d37dbc2b5ea2d_0,Disease Activity Index scoring in a mouse colitis model
b928327d4be591d0414c16ae11a9a21079048fb1>e799e31e548875741f4307b0f577c70f0b784ff2_0,error sources in particle image velocimetry displacement measurement
7b0ca6f15e76f285cc19efd2305cb1ec9e16a5b5>df90f3e882609d15c298251608a5b48b69efb3b8_9,environmental factors affecting constructed wetland treatment performance
052157cc6f9b1faee4edf6bf3908236b30cdebf3>3e042815478444b00b9ad534c0be190fcdd9d7d4_1,necrotic enteritis induction via liquid inoculation versus feed-mixed cultures
c3031c64fd8ea73554f927f43a957382e96194a2>a722cdc838c2d425b466635e81ae917b679c7065_2,wavelet transform for insulator flashover feature extraction
121fd00576b7b2cb3c43e4d09e14b05bc8b72b88>46ab96642801198bbd20f1136fbcc1984a828033_1,cellular automata models of Belousov-Zhabotinsky and Turing systems
524ddb3e2edb0b1689d518e75ebe40369862e8ec>bd0dc48412f3f8a1beac69003daac357bb0e2505_0,structural and mechanistic data accumulation in an early-stage protein family
440a87ddd8a44f8cb07d36f87eeff32bc8425b28>a7dbee568a136baf5661953a3870c5a64ae138aa_0,extraction of resveratrol from transgenic plant tissues
0aed965c7237c6199cec304ec985efcf6753e152>f26a94e01c0f635d45f74121cbf9059a7201c81a_1,circulating hyaluronic acid aiding cancer immune evasion and drug resistance
b1a68a47be291278ddd6517354313f3b54b4b4a4>9503f4014ffce41b9657651009403bb0c06f05b1_1,Brn4/Oct6 interaction with AT-rich DNA sequences
f8430a75d5ee1a2e361dff4f5e0ca236bc1d5f27>c29962dd614a98837a40ab03d497b0b3358327ee_0,microbial contamination of paper currency and coins
e52cbdf015f10dfbe710f358a82ac4a0d4e3f48b>c4082a5693b83b5b3f53f9bcd21a5cfc1591b93d_3,static sensor field model for dynamic sensor network computation
ddcd5506231ed723abd0c296088fc166fcc2aa4a>23e6dfc7f7543f87974dc7e74ff19edfcbf4e7e2_1,tear-down analysis of value added in global value chains
95dd5d04ca5f4a034408332f841ffd43f0334d08>718c50f30a6491a1cb83b8a7aaf49dce4e604f9c_0,CLABSI as leading cause of late-onset NICU sepsis
d3ec746e4b2cc8fffc3cce7a9b5c0a7de44a168c>d04b2ec8089a6489bc9121f49d3106fa093fe4ea_3,replication of auditory ISI difference findings in dyslexia
885ad63d83d02f267459f6b393c86dfb93949f85>31c52271ea827ad7c67d35cd4742302fd3026af7_1,self-harm and affective dysregulation in borderline personality disorder
a2f56e3b88aec3516a943ab2a37ab3cfa60be561>a21ded268cc182c4502fa44e8843c270b805c8dc_0,triglyceride content quantification in intestinal and fecal tissue samples
09e48749fad720a26ff7c8d58a795221e5a0bbce>15e0338ca5c626cb1a26098085fb0efd04544701_0,limitations of modified Cox-Snell residuals for dropout modeling
76fdcc83e446855c9ca52fabf3e180a6db9cb2c1>d7935a176b1433171aba56c861a17354a034fed0_3,Cobb angle measurement of spinal curvature via X-ray
5a5de10b3d41dd0c6f6a8f290808e074c5187d01>79f61a170f1b2133713feec94b5fa730841273ea_8,incremental sparse graph construction methods
39a820ada3dfdaf5d3343b8edec55b4ad8cc0436>9a85abf4f714f842ed3c0dec2ae5cb846c0a304b_2,Tamura-Nei substitution model in phylogenetic reassortment studies
4445cba251a0c983b76acb84d3c48ca8713c65b9>b83fc70119b548fbd5ad03093eb3add669c8716a_2,"independently derived human embryonic stem cell lines (BG01, HUES-7)"
43763b0d91805b7beaedd79f44057b7b5ab8f0c9>d499c7c0d3b907c1bf7a6f61c239599c02d5a1df_6,SICI dependence on late I-wave inhibition in larger MEPs
a8f49b3a14ffd36050a4ab74b70097f4bdb456b2>bf20bd31aa1cb7f16bf072987a797cef964f56c5_0,TIMP3 and CDH13 methylation frequency in endometrial cancer
ae24b1e782ed19ac1bd75f08a24e8fa1006e3611>710d6808750b71906eb6abc0fe42921313697d7e_6,FLNA fragment binding assay with beta-arrestin2 and ICL3
47b6cf5b40e4288c23c8d49379e88d5486ee40b0>0f75b425509b06def4e1951d2d1e4efbc325199d_2,UKPDS Outcomes Model for diabetes complication risk estimation
b36c94fe197abe3c59764c7fe90f7f1b2da68d28>266a26d7b56aea0331e4217a9cbc0a62f586e6ea_3,L-lysine stimulation of cephalosporin production in S. clavuligerus
b5fd7f5b4b592122f602bce425b79805965cbc17>f457620ef2373ad0369de2a6c6159c3115bd2329_0,CD34+ selection and adherence depletion methods in cell preparation
61d6c9a4474d5e68cf19c88510af17bc21dec7f2>2a25ac6233d0e3e32f7f4fe7f6df28f20293ed54_0,postmortem brain processing protocol for neuro-HIV study
