citation_id,citation_topic
00e7e355e397eecfdc5c3b8071d0a342c3029113>770e5c093077d0677cc2c4714829bb3089ff622d_0,prophage induction via fosfomycin exposure in bacterial strains
f7a458748ce8daca1930912c26285ca39a36ad82>ae68f41cc1cf623107fc3535caa245090003ba03_4,HA-tagged HMGA1/HMGA2 expression vector constructs
54ba9d40344562b7bd7beb9def8bab1b2170b8c7>d96f0a9969dcee36fe5a892fdad109026eadcb49_0,reflective field notes in qualitative interview research
1097bfa2514c68a3f473e685efca902a704f457a>None_0,diode laser turbinate reduction patient satisfaction outcomes
628f66ec91953fe52efd6a96e176ee7f66dbb77b>401bfebe525afa1d081611a142fd76c894dd9d59_0,ISCEV standardized electroretinogram recording protocol
d45f3a44934b6765cb05f1b5f55d27b0c77c3e3f>6fde63a364a9957ba8f5d4a64ff5bbcdfe3cafbf_0,dormant replication origin firing under DNA synthesis inhibition
1101d5e8b3bac5243ccd4251c3f60b59e35ade37>a0372f7f85607ad16681f4e506c195645c5863ee_1,meandering scan trace reducing bandwidth requirement
170342ab22d1341be404f17106d738d7f4a4bcd9>7452c2f771f8b369a17affb8bc33423bcc55288c_0,dual isotope thallium-201/technetium-99m SPECT stress protocol
2a1eaba49a241439b07f38326881217a9cf3620a>f750496eeca2ae0504b170ac9cb8a2547d8fc09f_8,EUB338 and Gam42a FISH probes for bacteria/Gammaproteobacteria
a09c20b269bcae23a839bab9f6719f47df50f2e6>600183955ab9649630117933dbc8ece4269830a5_0,conflicting findings on lean mass and bone mineral density relationship
3a504f7442a5f75d5c93b1a1235a795fd7ddaa9a>482a31218660beb61c34da8824cbbfe892346814_0,feeding channel enabling nutrient transfer during sporulation engulfment
27db8d3a2c85cbc34deef51ce4cd850b431b4b34>a81b383bf01b572d28e1566650d938a6fe414e57_5,BCL-xL regulation of mitochondrial VDAC channel activity
7f26fb5d83f2393aa8baf6a4db74458f8729fcb5>7c666ff05039d0728135d68ac297835a4c99057c_3,HElib implementation of the BGV homomorphic encryption scheme
54c4b6b7238614f83b759d3cd88fb3c8dfbba7c2>b4ec024588860a84a2492becb81c623e245e1ad8_0,chess expertise maintenance versus working-memory performance curves
77647808642e554582c2da08217be429785ba2ae>3a1c3cf7218b01b639a2dbf44a49a7d9305081b9_2,social support as protective factor against depressive distress in youth
24303ead9d87b2a6d3d19106cd13e070d28f334c>352a8957005dc5519b15ed1870751ec494d66395_0,McPAT and CACTI tools for modeling neural accelerator hardware
800ec2373cfc2706baa123c57aeb06c4f8d2279c>46d8cc36dbf30b274aa7edbd36ed319556ea8047_2,FGF/TGF-beta dependence of primed pluripotent stem cell state
cd27032620b8fac504c6c800d23e3a18699562a9>539ae0920815eb248939165dd5d1b0188ff7dca2_5,Prince and Elder transition simplifying EM algorithm M-step
10e20e964f4934b478319b37b0617f10880c7d2c>650a68920d6f007cd6d6de8a695fae07e7a8260f_7,Tet-off repressible depletion of yeast Scp160p protein
cf43ab7995bb90d374fddcf917685ae5c757c13f>c0e9eaec2955cf840c040baae65c4a25f1f6f126_2,directed membrane addition during cytokinetic furrow ingression
2d562a4403c592e30a0e34d0e92000228dbe3f65>780413268c3dd4cd010ca4eaa4041d268b8d5557_0,CADP bisimulation checker comparing learned mutant and reference models
20d4e4ed3fe881e79da4571fcc3aa8bc6e83b99c>18aed8693441c7211cf111d0523a6311ef797129_4,classification of macrobenthic organisms into feeding groups
84c480f26a4a3266b1b9a30adb1b052d14483550>c15d8e7c7ca939947bcfc3ccecb361897343e238_1,eIF2alpha phosphorylation effects on antioxidant and TNF-alpha genes
049b42404789093f7f9250dc8d01f8506ead8084>8ef70d9f439ba4acdddb480b6b6a4f3165dae7d0_4,chromogenic media sensitivity for Cronobacter isolation
52d54d605bf312bf334c220af33499d1b79246a1>11da0c62b5131f75cbe782466498649bb9972d3f_0,adapting Alzheimer's biomarker progression model for atypical patients
4a1ff0ba1eb39b9ce4e8d26cc40afd77849a7b0e>d57712638c684193d065e28cd29bc34945026367_5,ECG signal decimation reducing echo state network computation
c50d614b89e084ccf8aa5b7b37c96a5b24237471>None_0,historical case reports of pulmonary alveolar microlithiasis
