citation_id,citation_topic
bef74b6c3d81f54d56f7e72df95b253327de4c53>c903c0948ea4282d3e2759ec0cf2cb0afe642478_4,Aloy and Russell method for predicting protein interactions
2b611a3742e8c5373e4c889394884e9fbee61c9e>694b21edf4064149c490be1293a8ff36dd906e06_0,central limit theorem interval estimation for dataset distribution
4f29bb911fced42c0eb022b0667dc1b8821e281a>5af1eb1c5829e593c8a78c79221ff56eb01a377c_0,multilocus sequence analysis (MLSA) of bacterial strain collections
62fdc78fdab1475c1e413a984606b38d7192970c>1578c69ad661f8c1a43ea736e63247a860e5895e_0,harmonic centrality as inverse mean shortest-path distance measure
901077d4ad9080b04cc178eea5c459a75ca79bdd>4e3427bd6cc0dd0290be6c146b46bda6ad05403f_5,left ventricular hypertrophy prevalence in chronic kidney disease
04aaca2e9284f6a51de78e0cbc5fbc2c43348a39>425688f5400dc532230fd7293fed1dd3bcf09ceb_1,SWI/SNF complex requirement for histone gene expression timing
9a068a63f5ae85227863a972c7204903fdcca978>73619c0c3ee055ee31944e3a71119e9f68d42794_4,placental nutrient transporter upregulation in Igf2 mutant mice
ae687953796a3fb7d60ead4cbabc3ac5bb26998a>d1296fc12e4cc4dbb864ab572680e87c70f8e053_0,essential fatty acid desaturation/elongation in kidney and testis
6edbe63bd1433f53b2b1731e734e781b6ba1933d>181854fd58d3635722994a8481695739affe8949_3,PCA-SIFT feature extraction from resized images
eba2aaec5b0403affdd0f6245603f67a459c52a6>c8baea2c854d687622900e322e05935bd4114880_0,cadmium exposure effects on rat sperm count and motility
8cee18e68733a329a7658ee81d66df504a795f4f>150f0eae58e9594b600d3ddb4ab81ca917ff2d4c_0,SON neuron membrane conductance response to hypotonic stimulus
671ae574fc6ff2f457802fbc13d4be0e1a1ebf08>24bab51d7543e59775fd13c1c3348bf9f078a658_0,molecular ratchet mechanism of RNA polymerase translocation
599feb4b2dc522afbf540675ef031b1bb88a65ba>a967d1ac47bfa7a596f1342cddac8c80c4736ac8_1,CRP interaction with LDL promoting atherosclerosis progression
2827092a537f0f9bd91505569c95a9280dfeffa5>5d62b0f89d694e6c7fd7e9b9e1e763b59b189f82_3,nitric oxide donor relaxation of the pylorus in vitro
