citation_id,citation_topic
bf4f0f114016f1fd0afe1070cb98715d72278ff3>544457a2c89f046f2e654c6cbce94ab8dd574b27_0,"twisted bicrossproduct Hopf algebra examples (null-plane Poincare algebra, jordanian deformations)"
9c1a76c77204b4239e9ca045c3e15c66cee74de4>b1f175c7d5a43daed7fbd0cf6cd5757055527d21_0,prevalence of cluster C personality disorders in adolescent anorexia patients
4b2c003b7eb683476f96b2e653676c6cfcb8da28>272216c1f097706721096669d85b2843c23fa77d_0,Adam optimizer and Hogwild asynchronous training hyperparameters
65041cb8022f68e5915a292159e993a4f66cc33d>8f0a503433a51abafd0f0251f3940a7a7a3319f2_0,RAPD-PCR method for bacterial isolate characterization
43ab2363f94eebbb0d28f70bf28bf11ef271cd59>c79bfa9a67c8745d7620fcfe8cf582b9d0407073_0,Cochrane data extraction guidance and CHARMS checklist for systematic reviews
1498ba996a92c26b2f4df79490592e3c21b5d083>e6f71bcfcf9b409c88e623ae4dd4c1b6b27915ae_0,equal branch lengths versus Type I error in independent contrasts
497824c5613d5641eefd07e7281885d321b5a86a>489f1c42927dca534bc78c0754fa30ad51605d9a_1,over-regularization rates in child language from CHILDES database
29254a14fe64f6871d73486a7f42489051d1d993>e1cd0d8f4a0dd146e2ea02e3a4a129a2736dac66_1,high-throughput sequencing for detecting infectious agents and cancer pathogens
8a70f8203443d47996aac57f84f249004890696d>None_0,remote sensing data improving regional crop yield simulation
fbdf3e1ec97f278a54b4a06320f1e69f1185874c>39a2446c1dece36e32c6773cf4e28306f07c8cba_11,mitochondrial DNA copy number determination method using vaccinia virus
258873a1605d396db6308f7f2822f1a317def2e8>f9cce2ca192180e1a404a7577752a9c8ea8259ed_1,Huber-White robust standard error estimation procedure
39f48b746c0e7712c21b99ad456a0ca97c167c8b>7958d2367c0f1988dbd2b9644ad65f86a8fca98b_11,Hessian regularization via eigendecomposition in optimization
f6b0a64d348abc875a459bacb089d3420bac0ddb>baf374bf97cfcb77d951c125e2f57dd34e645680_3,SARS transmission in crowded hospital emergency rooms
7a6b2d4b405439f67539d0717e7a671e0acf04e1>9d1abadc55b5e0d9a881260e083b3c87b957d234_0,male-infant relationships and paternity success in chacma baboons
76fdcc83e446855c9ca52fabf3e180a6db9cb2c1>d7935a176b1433171aba56c861a17354a034fed0_5,arcometer validity and inter/intra-evaluator reproducibility
0e6ddb7d089493b2deba4ce844d50b54e2b023d4>66cb6767c5ae25fa1177b12774cd506b8e9699ad_1,sensitivity estimate comparison in a perceptual detection task
1c6b446bc13a454686b6c3872a78fa9c0760677b>815bd94807ff43a3f3a4f361e5b21e3f7a63556d_11,nonlinear LPM-ICA cost function algorithm
ebc59bcb44348bf980493ab31b3f0a13256a4232>3711e8aa4c02da31026541f5077946a5c069bfe1_1,RET and PAX2 gene synergy affecting kidney volume
940c6c24739dac029f3c20d2df7c5749d3832a8f>389351a2554fb22ab0102f740850fd2a0fbc236e_0,kaempferol-3-O-glucoside flavonol identification via fragmentation pattern
e934e9795fa0a7a69d861bd19c988bd0b027f746>c2acbe1582e1147d4fe4aa9ca1d8473cefe40b6f_0,AT1/AT2 angiotensin receptor mRNA response to ureteral obstruction
dce5a56debe383548428bdf6bd5ae9c59602ccb0>None_0,high-stakes performance-based assessments influencing teacher instruction
30753bc1f583ba7ce71dd0186e109813cd658616>890c1201d3edef7104ba9d75078ed90f9c30c93b_4,MUC coreference score inflated by mention lumping
41829c1384f0a89af374c23946e7dd8b8a13276a>0b667601f8bcb172baac53194e2e480aeb798fef_8,physical basis of a postulated potential form remaining unclear
929a7548464ce1d9d785abbe35da34842c0133e6>21096eb950bdff77308ad3924d69b681589bdc91_8,dramatic mitochondrial fission induction mechanism
3cf1b87777c92c71aedc594b90d505f5cad730b0>77f74957778b231863be073afd1cdc51c5ae09ac_0,"RNA content (mRNAs, small RNAs) carried by extracellular vesicles"
9ca1f7a80a703ad8de00ab028c210e3d2eda4e40>32a54bec72f62407084289dfc1b6df4c9a7ce1cf_3,collective activity recognition datasets used for evaluation
9c7a6790e4b805f98f8912babf6ecdddf86a7e1b>3675eaa3c33be5762bf713523e6e102b549d4521_4,warm-reacting panreactive red cell autoantibody frequency
65832ebb154ef1bac44194239071a04b7299af3b>13cbb1b747814aa6db01892861a601c6b33dd697_9,Indian Buffet Model for social user characteristic modeling
25a16f6fda8c4a6b685a3a99315cca3eb148eec2>c08d82e0e656dadaa0c26b1a21fe57fa60bb84d8_1,metabolite profiles across isovaleric acidemia patient groups
d99f063b49d5b72a3e3d2308eafe307be98e1e78>bb7a0e967262dd423a9e1749d7399250a5badba4_0,DMM medium composition modification for microbial culture
82e977ab573bd721b3d3a6676486023364d23386>cfa19767e185443b69dc429407e9afc737f69b45_0,"bioinformatics prediction of protein function types (enzymes, lipases, conotoxins)"
68ae33069e2f19af09a920ad25fefe78896734d0>9576a358c94a817c9e5fb45a1008eef3491dc2fa_0,1H NMR spectroscopy for metabolite analysis in HAT and CSF
bb21e98f4b1b7bc5a2e89fda1139d98763d78bab>c14be2a7007e022da13889d804a540d0c0c34264_10,propofol affinity equality assumption for GABAA receptor subtypes
44c34a13dbd1223a9404f0f7ac5c76a1201845d0>d06d52afb3dad8c98d36413dd4f8a50a9bdae8f8_0,c-Fos C-terminus activation domain lacking stable secondary structure
18b5d6aa68663567b248c433816148e52cb9904f>846c55bbc11942fdda61f841697460fd39e5485a_0,CFI complex role in pre-mRNA polyadenylation site selection
52db811fb230e1a19494c9ac4f293fbdfdc7d9a8>74e5f03d56f76cf3a6a80bcd977a5c7d07b42607_3,moonlighting functions of metabolic enzymes across taxa
