citation_id,citation_topic
0c0b1a08004676fd46c28719d8f992c1e0c02bee>44dd796bac75c3e420f7401933cbc790c29a0eff_0,"steady-state, step-function and sinusoidal vascular bed responses"
4e76d6b98473d7af7d7c946cd9b4e2d110de5606>9d57eaed154045f05a5d6543d72db7db873ab390_3,Pk-Vang interaction clustering Vang on opposite cell side
3482f1c9c2180cd5edc1fa8bfbe2480ccaea92dd>0891bece3a201c5d0897e8b1d12264eb0b820dcd_9,"boosting, SVM, Bayesian and logistic regression classifiers for terrain"
45701ff05d3ed583a658f18aa998944c1d4eee7a>f89d87e5f4d58e9bb7d576ec6ae34a84240b9c5e_0,negative BOLD response scaling with stimulus intensity and duration
28a2d3de989e0c89d8797f3dee1951e6e456f4cc>7a4cc3f4935fd4ea92432c7b978b193b380f0690_0,axonal tension driving cortical folding and Williams syndrome abnormalities
a59f7c6100b3d98f954df6818f8db75bbd0f7190>4f2995a132469538424300d92e3eeb65aa7ac497_6,CCK2 receptor activation via delta-opioid and D1-dopamine receptors
39ec4108c9a41272234d71d016a418bd3dd16150>818eaf20123852e8e3607d24d14a8dc264c3de99_1,Epitomize software for probability score calculation
315dd91b6601b7c2cbff9ecf7663013722953427>7301082e5ef56afbc50c3d1012ec231ff0c7ffc3_0,monsoon and tropical cyclone influence on 1950s drought precipitation
9985b85953f4e1143aadcad3a0787051b791d9bd>57eba62dc037e8fa7a9d4944442ac156d1fae37a_1,Magnetobacterium bavaricum and magnetotactic bacteria phylogenetic diversity
c9a63a4272af92612219617b75bcf0c6ab2bfdd7>cb101cdbe7aac08d64577ea4ec526d1663a9899d_0,complete cultivation medium for arachidonic acid apoptosis experiments
9e03e36ee1c87a9b36471771e7ce8e943363f4a8>5bb3bba5865a48dde10328478cff2b34ce60a4d0_0,Mos1 element as first identified Tc1/mariner transposon
112182f0d1c9d900ff54fe4c6cc05abbafa20c66>9dee797bc8d8798a48c2defb4c91efc3b8ec5fe9_0,ectotherm activity timing during cooler dawn and dusk periods
0c160181c3fa74d18e5b3a15cb351edd259efed4>42a0035bcddd0d0d1f8e19800e396ac4e1bc03a5_5,R123 fluorescence quenching with mitochondrial membrane depolarization
a895b5af5cdd777b2e43112419312fbbd6a4a448>e7007a973684e3fa91bab2a0d7a321a0e22e8c99_0,dynamical stability of periodic solutions in delayed neural networks
c4be615a53b2d1b6484f6b7888c7bcf822ab5066>80d9ec6d56799e96bf5e3e99ff0f904892820308_6,mycoheterotrophic gametophyte associations with Glomus fungal lineages
651dfff038844e510e4a951bbf548539b90f8415>8212e4a24d8cb54440b548831026104f57e43653_0,child's self-evaluation of appearance affecting psychosocial adjustment
a987290394cf4476ea4f55f3f7bb427ff5cebf34>0c610357d8682ecc3239863bf0ccf9c8d9090381_8,heavy metal concentrations in leafy green vegetables across countries
d926fa2cd55ca598a9c68ac36fb294fac922448a>4230265497f2a806cbfd9bc08bbbf22cac4ce3cc_0,proximal-to-distal sequence of myoblast differentiation
75fb75070dacb3059d6c651e2346ccb353d88d8c>e363c25450fa02dd3b7902b36ff5242e7ae91575_3,cylindrical shape as useful geometric approximation
c5c49f3d189e63ff31305cff7973fc1cb113a065>c60bd24a1c685c8211e339314ed7b3e7579bbec9_2,postoperative cavity non-communication with brain ventricles
2fa56db653ebfd147eeba96f5fd48d7f16782204>c8799fe4030518b9b80740e0b4548c46407e5b0f_0,GP60 PCR product purification and sequencing kit
7ae3cd759606bcc52cc7632773a393bb616a4cfc>55bea487827c28aaaf713017c499e4f33aed62fd_2,IDW interpolation for DEM generation from LiDAR data
65f82a55f2eee84a7f2e935382904a9a5cc5a380>2be8664f7184d76625f67f145e506495ccc5ac32_4,CYP450-derived ROS mediating TNF-alpha-induced MAdCAM-1 expression
