citation_id,new_classification,changed,rationale
1abef0b8feb3dbc47f8f11bfc64aa41fb9e9a8d4>2b58940453d91cb86a6e5129ffdc7e87aff660ab_10,usage,yes,Molecular parentage technique was used by authors themselves
190892a4c2e74abb6d14f4974f21c4fe62c8d7e5>fc91ccc539d1d2b761860549bf58f8f875182c1b_2,usage,yes,Specific oligonucleotide sequences from cited work used
7e78f395bf71fcebf34165f0b4320cad221ffb3b>80a95a43a98aa670275c10f81b99ba780a66c238_0,background,yes,Describes other institutions' systems as illustration
5f22676674d5ae3d8b8b7d8eb2e4d7cb58204923>4a1022ee47d199d66dfa55378766d2a3af880567_3,background,yes,General statement about infrequent use in field
3fff3c1b322a5d07d9e76c3efcccdda922640649>0ca6d0d37256378d2bb68e1350d0f3e95844f76c_0,usage,yes,Petersen diagnostic criteria applied to subjects
20f737378f921d22820391e655be53b37a84ceb3>82ab90e40009ef6f4d59d75ffa464937b849341b_0,usage,yes,"Assessed using scoring systems, passive usage cue"
3edfbd82cb41288a9f6081b7e523bc0067932700>23600edff3b249b55369754adb515a31a08288e0_10,comparison,no,"Replicated previous results, supportive comparison"
3d4e38e26190bfdf0965b5676355f1016631645e>387c7a7314e8bc2a8d50741c95aa4e0859719cf7_4,comparison,no,Comparable levels reported by other groups
129a522d73b4a19b0169455c88ffa5755677fb78>01a7995cf0b1c89ec6322cc2b734f70e6b18e222_1,background,yes,Future-work suggestion referencing prior formalism
4a44a5659034938bbffc77273c35a2117d140e21>62ab272a23272232456cf68ac8c06064f945d5ef_0,critique,yes,Difficulty reconciling own results with prior findings
f7a458748ce8daca1930912c26285ca39a36ad82>ae68f41cc1cf623107fc3535caa245090003ba03_1,methodology,no,Procedure performed as previously described
c558a485ba1e24ed78fb313a6671b4e4e7b170a6>7c1344ac4e634db55f14b12ac25ec81681b256ed_0,comparison,no,Results in line with other reports
c040d5de8ffe5c14c28696e48afd886571ee16b0>a1db8daefe409a9736469f176031ea064361e911_1,methodology,no,Detailed protocol adapted from prior report
8e8c140b1cb98f1aa9446bef57a2d4833ffcceec>d3c12f2171d7b333347334bb10e37d3c9548e1ba_0,comparison,no,In line with prior behavioral results
95be4814fceed4f5d325b9171bf8459bf780c7d2>b5259381284c3919a7b1ac72df04172da9c5ecc6_1,comparison,no,Neutral numeric difference from reported value
106a66d518239ea2942334a236166db62fb5fa2f>d1903dbbc022279bdf14a0774647eb37f3cbecff_0,comparison,no,Confirmed results reported in other studies
d2bcff78be492e5b3579639d8c60f26b6ff1a864>15af0de1ee98e55da11f26242c511a82253cc898_1,usage,yes,Peptide substrate from cited work directly used
920ac7941e8a386222b8fbc2e21d8f1bfefb7e51>abb291fc74c6c63516c1e8ffabe3d89d29ec2b14_0,comparison,no,Results in agreement with cited model
e62fe430ef58aae90a661353359a54752475d89f>a65e19a79127c9e52fcb3eb8cd954ebdbb848cd9_0,usage,yes,Iterative procedure from cited work directly used
6454fa932de7fe2602b118feaaad01c99ef8c55b>e80cf26ade1507b633d721738b01dade9ed4e6cc_1,background,yes,Summarizes conflicting results among other studies
d73a793140b81a66ad0639f2714f4958f85be3e0>8fc9677e5f18ab26f4edc9930aad863d9cf4b244_0,comparison,no,Detection rates in line with other databases
3462deeac686585985067b453d6ae9479d5ef6c3>4d2d80c09a4816f9420db47a3454c97d1e569243_0,usage,yes,Sensor/protocol used based on previous study
6f68ccd37718366c40ae6aeedf0b935bf560b215>60ed4bdabf92b2fbd6162dbd8979888cccca55d7_0,comparison,no,Results consistent within a shared framework
72a5627477a1d75c9b98ea862a53fb6a4cd7336e>1a998506899da3bc703455bde45114bd4c228947_0,usage,yes,SIFT descriptors and K-means directly used
b9b8542732130c342d2a42b9d578b0e45a095db0>146502d179afeab819f3da4fb3b752eda658d80d_0,methodology,no,Incorporates improved genotypic assignment method
675012e3cc8c14af5b321d09203f882657ce3519>b555c78f3be7c942ffa08597031989156cf8768c_1,background,yes,Cites source of protein motif information
19e8b2f5998717e7a5b7aacab38ebb2f44c73683>9867ed0c50b58990fb2cf3fa2ca6c4a6fa007682_0,methodology,no,Paradigm design directly adapted from prior task
8784466bf7ca134a97b1637733550e9f7926c7ab>52c60aa6c4dd36c0904b4cf1d7fbc927477bd85e_0,comparison,no,Data in line with published results
07895f7b08a16c607fc6e8621a1256784c7461c4>488e1b26dcc9274c9bf4f8ee7dd5d96109565214_0,comparison,no,Differences between protocols explain result discrepancies
7010498db7a959e5fb4eea97ff4f2bd5fc81705d>91c8da06596951d711c3a7202d5d35f33cbc77d8_0,comparison,no,Corresponds well with prior estimates
8fbe5108a49d3065546096245efd4b4ea79475d9>c06c5c9511345754a61dc52f185e14812bf2675c_0,methodology,no,Classification scheme adapted from cited works
b4ae9e9d7c9223348e6310b3322d8ae5f4c43f9d>c4da9d333b10d753d5d5ac004ffda77bd55b5d02_13,background,yes,Precedent cited for using student subjects
4c7815d8497df60434fceb96a64efb2e55f1aedd>f40ca733094fedb1ff89f87e77ebe136e01f8a9a_0,critique,yes,Result explicitly contrasts with prior findings
