citation_id,new_classification,changed,rationale
15411e32eeace8898c876ccf810d6859d8d5b6eb>95c000b5be4fb32b4ad529c0e661524e5c4c7298_0,comparison,no,Cited work supports interpretation of own results as expected
3cb202ba8a32e2a46224143e4d8c51940c12040c>7692234b9da12db49774a1a5c355e68c9003cd21_1,methodology,no,Coding system adapted for citing paper's own coding
7ae41e75fca5bae66ea1875dea51f3f477f68c84>9053de846d35d273230877d12d4567965270550b_0,background,yes,"General review citation, no direct reuse or contrast"
92104ae97d3b57489751528a315966c0242a6efb>218b4c5f1c14bd8fe57a849490f64a0832434a0c_0,methodology,no,Prior evaluation statistics reused for citing paper's evaluation
abdba59c3a106a863cc6b5c96fbae4dc07384cdb>14f43610e2d7ff2e45dbaa43056f7bd4b681db06_5,extension,yes,Modifies and extends HMM framework into new hybrid model
7c4debc8157c38ab8b0db2a9b860e9da866a5f37>38ea9d9c0f1f1a70199b7e5b5c3e5898d9414a55_0,comparison,no,Contrasts findings across different rat studies
d55d5fe23aca2308d410fdbd773ebba2b6330f2a>14aa51b6b8daabb96eaae7b752e77a0039f52c21_0,usage,yes,Named tools directly used to scan DNA sequences
1c6b446bc13a454686b6c3872a78fa9c0760677b>815bd94807ff43a3f3a4f361e5b21e3f7a63556d_1,methodology,no,Describes prior use of method in cited system
5a5df522f805aadea7438cc498da28dc8344d82b>None_0,background,yes,General background citing prior studies on phenomenon
cf3074a4e89477ddf5535ac20dc94294cceab91b>e50231a10ad41ffa7cf3af47b3748d5aafeb333c_0,usage,yes,Established diagnostic criteria directly employed
f6eec9e017dc394b3f41740428e7cf410f14ebc9>1d01b17251206c3cc82db8a7830cb5b164ab7579_4,background,yes,States established biological fact from literature
ff1a00ff15ca1b61f8608d1c13f1f7f148378ab5>1fdc785c0152d86d661213038150195058a24703_6,methodology,no,Describes citing paper's own trained model
ffe3fc22a46718e6f702bbc13b87c3ff41c923fe>e403aa22bfa9b8c451749218c3670c25add6a027_0,background,yes,"Cites authors' general assumption, no reuse or extension"
beef379e2c87cebff7d96c80a3ab1f8d0f2ea4f2>146bb2ea1fbdd86f81cd0dae7d3fd63decac9f5c_0,background,yes,Lists prior techniques as motivating context
19eae5d0c9f85f90f837e1c539f846471993df1a>15fd2f93bec001e5f4ec3b6fb96832385f8ed6d0_1,methodology,no,Prior specification adapted for own priors
9e92fc73392d4aea262aa6bae77ab379c79b37b7>2521ee9b9ba1bf7dfd4341259b97f383827fecc9_2,comparison,no,Contrasts outcomes reported across different studies
cc122d232dde3dbb52519c080b3233709011121a>68226dcdbdbaf95bd5db1156b0139fbbddc6baf9_0,usage,yes,External ranked lists directly merged/used
ccea710f105553fcacc4463cd92bd6fd4ed2609c>b59b5be702df35b0c3ca9e890cd0b71f8522ad97_3,methodology,no,Describes citing paper's own cohort selection process
1e7e4a194cbdf3a4ebd6899d9505d92095398072>6b2e3c9b32e92dbbdd094d2bd88eb60a80c3083d_0,usage,yes,Harris corner detector tool directly used
8d955cf85cccf86ec83802b893a6adc9507459d5>481b91ee6d0a96360e816644543172a555b9af11_2,usage,yes,"Reuses previously reported data, 'as reported previously'"
b25d7a9c8a56ec75dde1b688c495fe47538cdc22>a3203628724d525bf4ff619488b25918443af4d6_0,comparison,no,Cited study's comparison result described as similar
cd092d6bcac45d4337866ce41318fcf79505ac79>None_0,comparison,no,Own results in accord with cited general model
61ccb0469435846c43c6d764737221297f670b72>None_0,comparison,no,Result consistent with earlier empirical evidence
bc790409c12bea0176e86b85915f1cfcde1227e6>7b6eae8fdd65b7b50cdc6fd6941989ac833f31c2_0,comparison,no,Contrasts another cited work's theoretical treatment
6eda63fc4ce5842eb549a59de1c98555b1749756>4fd2489e666fdb618adf4e264ddb89ac5d453e61_0,comparison,no,Result fully agrees with cited observations
488d4ff930eafd9fbd4e26c44dec7204201ec99a>017681b1612a1fda3dbd309abcddf5806098d535_1,comparison,no,Consistent with cited works' findings
a102829f27e31149a09d205b3c74570933a1a7e0>1c9bfbb656f9f320860d6d1261b16afc055a7c4f_0,comparison,no,Confirms own team's previous reported results
3395ec800f81af7f7fe77c228c92efcc63d255a7>bc4aa427890c2f4ce4b7acf3f955aa7f137e3e3f_0,methodology,no,Own methodology validated by many prior studies
845ec701faf9c7e3e6bcafe8f5cfdc1583198353>5262fe8369992259be27165ccd09d1d31c7a4def_0,methodology,no,"Lists baseline algorithm names, insufficient contrast context"
5dc34bf29597dd113904a13c9ea9b31e849f3ec4>4f7cdae160ebb452ef8bb9b54877df782427709e_2,comparison,no,Explicit performance comparison against classifier
27ea0aa5f8d3e1dc7c449aceef59524dd32307b5>21cc7a2a24c33fe78ab21acf5ea2d548fa11b0d3_6,usage,yes,Data points collated directly from published studies
3744d9cf710e942c4c9ab71383c38e2a5379f11c>9a3eb2e10df4449ce34d3d2065f6d1b0de9333be_0,methodology,no,Metric's validity supported by cited correlation studies
f690c2387d4aa7d415f1b6faba6ad15fce57de90>2566fbc8f3c03f790a5646c85fe12b8dc58075b5_3,background,yes,States established virology mechanism fact
478322ce057c0cabba3e0b6edec177d92ce29e98>3c02c986b9e22b8465ef4675817289896811f0c9_0,background,yes,States established biological mechanism from literature
c70437744f7e0ce62943e0b290b6a85ecc502cc4>1bbba3e12dce962ea240ccf706b28bce8f5b3088_0,comparison,no,"Own frequencies significantly higher, matching prior reports"
701fd6252dce82298ab37fe33ef2baa30e612dbd>c4de08e051fbbe7c3b7777f2829dd6e7a6e7b7ca_0,methodology,no,Describes citing paper's own meta-analysis subgrouping
0e973236e410152fdfb0ec262a47c46a5c45cec7>8ba3fff2c81aa2a1e28b895f54dc7938b0931f9d_0,comparison,no,Own results coincide with former reported findings
df7e772c021d601c4d5704aebbc9e41d646fbb0b>136a36c906742b38104b5582ca4ed77bb6032aa0_0,usage,yes,Scale used 'as has been previously described'
20bec3e75a39b587e13ff5df145c5e3b0e5500ff>d73171ba75389c37d780904d11400a00cbdc63b2_0,methodology,no,Describes citing paper's own quantification methods
49abe8312557893b0b21dd278f705143422e46ac>37971b42d771d3cfd0efcbf81172464f8fd07ec3_1,background,yes,General background on prior association studies
492c9bc5e23f12c5f46ff7b3b6482f2fff35ee56>8f9de6003175f8d97ce98e8954479b562e9b58df_1,comparison,no,Current finding consistent with multiple cited findings
4284bcb5b7dd0b5e195ce447d8306486c42db5a7>e0d2861a9022667a93a8a0573d44f238f7c3a027_0,methodology,no,Applies cited spectral clustering formulation directly
63e49e0adb60701f8f8004dfb867edd1edfac74d>931b43e57787f7dfe3619931afdbfcd60921948f_0,comparison,no,Own result consistent with cited prior finding
0b7651a1feda3b7e1711dc7fbbf44aa5ae637dec>1420683ede9bb612db71cecc9d8c634a666ac078_0,usage,yes,RAVEN Toolbox tool directly used for identification
7ac67ff0f59585ad3b31d22424c2cef72e20a27d>8d588720ea1b676f8b3906b696e06cf64f5b766b_19,usage,yes,Previously described system directly used to quantify gait
d3ec746e4b2cc8fffc3cce7a9b5c0a7de44a168c>d04b2ec8089a6489bc9121f49d3106fa093fe4ea_3,comparison,no,Own effect replicates cited findings
ca2d192c63a4088efa5b48e5b5ffe31ae5a2f772>cb6b33998aaa349fbc8755114c92c29e024c313c_3,usage,yes,Public sequence databases directly used for alignment
89f51382c2f74ca96b983ed73ec94d3570f04e73>b2a5f50c18da40fb988be0e7f51b233972a99732_0,background,yes,Describes general modeling trend in the field
fad734ebf4c531e33bad97841fde950b9bc33fed>9b1a3e2f02c6d981bd66d359d4ecf6165998355c_4,comparison,no,Own value similar to a previous report's value
98c0b9a0f78778dc86d2f8b6effd11eccee2f6be>11348e5a3419b65ac9ff38f9eda20994b701b2a0_0,comparison,yes,Algorithms explicitly used for comparison/benchmarking
