citation_id,new_classification,changed,rationale
3b9d6cd4c92c65104318f113cb559ebdbde152b5>b19d98ed7bdd56f56f9d70d3b2d839bf5280b3df_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
b76ee6ff37c90204576800de1dd253b3a271dfd4>None_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
b1a43ee3ef40196e0e73ac305495fa4aaaefdd9b>4ad2ee4dd60d0e13e144756c94c635f561ef1f61_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
80160aee8cdcbc26e6b65dd28fd07246c349140c>9b191008e5ce88ef5fb79694fa7fb8d7ab10170b_11,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
6473bfdc073eabed25672720561f101e8d8aa291>4a6c6bbbae8274a578398e96725dd16dc581b435_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
551c30c8c3ffd11bb00ffef7d89fa3bec52a1102>f25f4beb189c66b5d0e805ab5a667765137f1787_3,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
78f99a9a83c157c1422b88896bf945606fbacabc>73ccd6dc25a318819a7eac8b916dbe6cd056f578_2,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
abb2aa9b0bbaaf812822645e7ced81a8520790f5>None_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
769072205ebb896ef881939b52e9a8676c99c452>985667efe61873fd1f21bc83f9958cb86a3f6890_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
291ca965a80c0b484e70533599b2898f3c9b7cf7>63daf1741972395162371e6e9bf12348828cfe44_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
3b612815f594df6801bd77ec5093c591749ebc95>f229168d2e0f95201784ea43267fb24587ca7fab_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
87a4d768e520169fc702ba2b3b0e1108ebbf92a9>None_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
658f28ca71866c726d45f3fb79000ca1f011943c>e5169c469c41c050b5bad5e5812401ef0edbc56f_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
9462acef826a6b495fe8fb281660ee4418bb840e>21aaceb3fc27e8cc831e25191d967daa0d8962bf_18,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
5f32c395b6bffbe5c2807857e482f65dc72efab8>None_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
1d42f71ffee015b964a7774ad5db088b197aa391>e36efbe64c2b57d720ce0cbb1cf4a0ede9ce9a79_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
6d95ad1b42044b2053de3676ac46efdaaad65a3e>None_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
9daba6fb7bc300d17ac5726133bf3e7ee177a8cd>None_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
907dac0acc2e4d0c94a52fbc77c185d7e7d1972b>e001a7244d8bb09303bec7eaeb55966f62fbf201_5,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
773d429acef670892946509443e5829a1fa73075>6276589a00316d436f8eb24e7aebadead5fa4700_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
f07ee4ec3ee472be24b2c8401ccc2fa1a1babda4>40e5e8a1c1da5aab2cfc39c38a9594353c78652f_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
3f635972c1a84497f1345e839ad4aa469960d9e3>92080c285ab2f456a84ac2ec77a21829e8980c3a_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
5d0ef4bdd04c8656f1b803eebcdbb72db3c2fcae>950133643f6dffea102421ec450a6397c9a9cf67_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
4a89f14ae6ace85177cd989f966799e911dbc0ac>8d1b31f3bba96582675440f01d19474a9de2d0f0_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
8ba75b9fc95f3125e3249cac8377ac365d24442c>3900019a35fa424f182a2e913cc3c121832f721a_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
b01f03ce478e99308adc7b0d32d45da9a9d7520e>e2d3bcfc91b3827595408d35fd914bff9db1a417_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
96e4832d62cfde2cc818aa932b298dd9ea3c2e3c>3c72a28a95fbca56237572416af8ecf1612b0fcf_2,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
65cf6a69def40e663be79b7c489afc04eea20cfa>40f7030000e3c31501030cbb1ddd9bd1657bd64f_3,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
76fc8262a4b85a40e57f425403d23a39ea488873>9daeced0925b74cec0cb589d2682c6c9060e669b_3,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
55ba23b8df7dcdb3ac149a0038cf1cc2dc1541e7>cb6b3bd68b6b9b5f38dc9c0e7987ef256a088999_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
52023e2e27829ebfb88f1becd602d4b78ebcd838>73e1aafd227f4ce4c6348d4f5d3a89e113d23038_7,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
931880aee0f905d0167e5bbf8c11b1ace8463c5b>c8b5c4dbf35f0a813c187f1e7fcb515ff7de9cfa_3,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
df3e741a62f475932abc065b276b5a7d24c2466b>00f9583dd730c99aa6b99cd495239e304e13f845_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
91ab57dad433d08593e57bfa5526317d757f51d4>c9ec516a6cfecf7f5cad640d7256af61bf8abc5d_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
032664ba388731718574334405a9baa143cc0392>None_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
3a9b4b3d02c0191ad59909bc7e7349306bc04fc8>73800d442c7a043562a00550690f282ff6ff1fbd_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
c65d4942c87a5814c7eca2ad33479a4529c1f611>6315197b93d5e0e29d1703e7ed5f77c09d4c06f8_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
90cec9f03970eda84cd1779f64780eddaebcb5c3>04affe89f2bc15dac4d8fb6438a7875b635759bc_1,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
9bbbf540123b0071c1eb55924987a3d659fd8b8a>30e0f98d4f0db61fbe82bdc39b5a40c97abf8287_0,critique,yes,Other investigators report opposite results; genuine contradiction in literature.
0e6ddb7d089493b2deba4ce844d50b54e2b023d4>66cb6767c5ae25fa1177b12774cd506b8e9699ad_11,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
0e820dadc052a42cc5178a9a75d569c506454601>None_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
ff981573cfcc5171258dab0a1b1b6f6aab3c8c9f>80e4bb64d217564689d81356ccbe0e200d760a30_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
47940f6e89d6318ef57da51343cb562e7190d6ba>None_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
be610dbaf5d001e1eeb8c749ff6d7b15bc4daa07>cd5b8e4bd3ad9bf603c50398153ee760da5097b5_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
c49ef960d4abc1e03b2b36dbc42f44e3c001ce46>4400c5c46b12fd9f5de1d05d0d4e79d7f820f536_4,usage,yes,MBIM technique's accuracy validated previously; technique employed here.
e05b26ad09151f4a5906b933ec809042b3c3699a>4817870f65d589e91410d0abbe420b16cf490f65_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
c3012cd586aa30e1884aea0411992ad969cc6632>1fa28b55bb58fe7d5f1339448a5b9ae61d3c1a79_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
d28d4ed6cc92b4620561f1f96f821b358a4b98d1>411ee6d5e8f5c5acc8247d0a20f1ce4db4960949_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
10e44bed9f853c0f47d43bf87397bd1cd22afd8e>None_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
22ec3eb34c4768f26230f342db6c80aefdf88e6a>67b15c0756c6fe930b385c57f5d8677ef3bdb80f_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
2065ec7df339f794d7024eb6358378f5d1af7867>None_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
aedb54141ba3b43e31fd4a90033dc3728c32dab4>123f1d78a2d430b0167efbba81a3828dae1a155d_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
729be2eb3c56ca3fc5e7770d446dfccc8a4aae15>bb4722245d1f7611dd42c361792e07bf08f4c60c_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
85cc49f5206b9dcc6f077c2ec193b7530aef45e1>fd3ec1bc4c648b4b1d77ebb4c3321c981ad9ff5f_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
7ef9fe09f54e94ad0fb021f98c587d5f4204da6d>None_0,critique,yes,Cited study found no separation; current results contradict with a shift.
119d557ec4fedd0a37c54b9e9c4c7acd10f41606>c1d0d1da027cee3da7c455d1a78f3aefd0a10d8b_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
711e19f044f0473774dc7e47f86f2f66f33bd795>344b60a1ce8a899864ead92ec387bbe624198208_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
ab0930fc23c454f0099ee1280b23027e5a5658a5>None_0,critique,yes,Other studies offered interpretations explicitly different from this result.
7e1b01ba05f48e0c27dac162d47d93d63d1f980d>None_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
7659b9a095f9710c85243fd1a506c62263b91a6e>bb75de5280ff9b0bbdd74633b9887d10fbe0ae10_3,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
292d1c6da3ab21323bfe1433f143ed32f550f017>None_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
f1b8de517c82fe269e8b285debef5f69a435b3a9>409d0886811a7c645ece8dc8e95ce1bc0edff3b0_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
9250afb16c587eec8fbf4fec24dd62e5b51e01a7>54284e34d86c55bfeb2dcaa965a67938d1326700_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
7d99d5c86a103592853ce91616631ab994383408>452a9af3691269172379d88a0a16f828bc439032_0,critique,yes,"""Whereas"" cited results contradict citing paper's own finding."
15233331f0f5dd11a8523b538138ebf27210148f>0f2c26e82d12c010a6d7edce805eed85b4217842_0,critique,yes,"Coexisting indices form a paradox ""difficult to reconcile"" across studies."
16db1d1dcdc7af74006361c314f3e2d47be196cd>701c093958c3a52bafdfd6ce78a618dfa6aa70a0_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
b446b43a3f319a919eea4dae92e5e45cdb52ac12>80b3a996ba5beb7bc1e39766da8a34b46418a193_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
9e8a7ae5249bdf7347170074f92df29963d52eb1>b84adb230e043ddb4c28a0df2e27254656359bba_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
e688c0b9e14e3fb7dd663c04f406fe395aad6027>7507f468b47d4475a3464fa2d4215e46dd425a3c_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
28d66ef920251ff0a06d956b92066268ae519397>c31d5a714ebd14a0010cbfedeb797bab40d6eda8_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
a42da1ce9099efd398b549925dc770bf25e07b21>d667b306dcd2badf6b37970c3cb63b4b8512d9bf_4,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
0160b539a82e5f6206bb6b8601ffc226c2e549e1>6a68d0419f4940c81fcbcb4ce4eee5bdd5a41ce6_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
37ec4e9035728acd13c61e5ba1253a34242db85f>1caadb60037a8be3d68c78b5777356fdb31ddcd2_0,extension,yes,Present study is explicitly a simplification/improvement of prior technique.
95842d1ed8a4e4d1808bb343cb3b4078823fb79d>33976351c24ef6de484024ceb0dad2c75f7b56a6_2,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
57d1b3a25e00a2212dad89aa1712234d96f797c8>fc07799f1fb1db2a00f7d05d42d93e387a3a7346_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
20907c11c242fc1912d5ae09c81e4eedac960487>0b6a1ba322fef1f6fd7b90f72b81e263327d7848_1,usage,yes,Experiments use a subset of the FedBench benchmark dataset directly.
b1ad220e3e7bc095fd02b02a800933258adc5c72>eb240521d008d582af37f0497f12c51f4bab16c8_5,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
ed60fe5cf0b2947f812a3d19d533d0f644b67b0d>5af4e6e8d6e7a25cb37a9d52e87a1f28b4464e04_9,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
9ac02ce7403d3824e35153a850b8f0a1ae6a8857>f23f45f4ce2a4522cfc432e3700e7b6bd93312e9_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
fdf11735c167f5de0482160793d23403e58abf48>None_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
f000d4fb12d958336739b17cb7a908f885d5bbf1>3d0e55208ccc63510cee796b374a060f91def4b3_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
a530306c8015f7fe9c4cd22ff58f0b95dd60cbc7>9229d5b89025b687fe7efdddf22e9bf6d27e01b9_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
ab9fc155e7351e6b7b4c437420cc846b8ac12969>025834b65afb6cc6490f1dc4cc4b8ab1991ca7ad_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
ec1e98f09ece1c0595deca70e9adbe46685f7850>b5af4bf2fd53644e12e4345ea3cd7f4027ace764_3,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
bfec228721a25a7bac80b5684ad44a44239cd35d>9f56f733a8360e13eabad70041884091469d2ff4_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
fe677d2f86d623b3dfc92f060bd8d0d2a0ea413d>548992f59f682a83a671e7f288f7aa574580d4a5_14,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
768520fe0920db22991096b81c53b4b0423ca5c1>feead8af080fe6c945340da209b3f642c0678769_3,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
6f68ccd37718366c40ae6aeedf0b935bf560b215>60ed4bdabf92b2fbd6162dbd8979888cccca55d7_2,background,yes,"Transitional background context, not a direct result comparison."
c0e176a349b813ebd8f8082ff620552d94691204>d8c7e2772803eefe422abcc6d16300d07d9e621d_0,critique,yes,Pooled/panel data framed as better than cited work's cross-sectional approach.
caff8d89c35625ba863188a437e67100e27dbe68>7e040c7f74575e9bf1893a1e6600167463e37253_3,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
9462acef826a6b495fe8fb281660ee4418bb840e>21aaceb3fc27e8cc831e25191d967daa0d8962bf_2,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
15741804409acbe248ed63533c7bb88bd184dac9>None_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
c7946b3e4b9eb3b091359a048b2b1020d85ecc7e>44f4f71ded64ccf85904f26cb8c0f8f1430c07f2_1,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
ec960219d5879406ceff96099bceee4a0f3a1912>a74f9d9109cfab3efe4abae57cda36af58aa21e1_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
a18e8f6d3eba1ec6e7a8984e8a06a75ea29f4e38>fbfd4bb0564aac755ef30ae7e42d50d463568076_0,comparison,no,Supportive/neutral comparison; no clear critique or extension evidence.
